low_0,low_1,low_2,low_3,low_4,low_5,low_6,low_7,low_8,low_9
216.4993337,221.5147476,230.7562012,236.2623993,243.7283342,249.6565018,258.8919922,269.6660069,283.4736023,290.8880005
216.4993337,221.6486613,228.3530045,234.6532718,242.9152735,249.9830017,259.8714956,270.4821726,283.4736023,290.8880005
218.6521225,228.3530045,234.6532718,241.0743357,245.4328334,250.4843343,258.172493,269.6660069,283.4736023,290.8880005
217.0097504,221.6486613,231.2720006,236.5303328,244.0530014,251.2107506,258.8919922,269.6660069,283.4736023,290.8880005
218.3963318,230.7562012,236.2623993,244.0677282,250.730144,255.1124954,260.7157959,270.4821726,283.4736023,290.8880005
217.860199,228.3530045,234.6532718,239.9846008,244.7483334,251.7039998,260.7157959,270.4821726,283.4736023,290.8880005
218.0704994,231.0920003,235.5138741,240.4436671,245.403556,252.0874996,260.7157959,270.4821726,283.4736023,290.8880005
218.9833323,228.3530045,234.4716914,239.9846008,244.7483334,251.7039998,260.7157959,270.4821726,283.4736023,290.8880005
219.4379959,228.3530045,234.4019274,239.9846008,244.7483334,251.2107506,258.8919922,269.6660069,283.4736023,290.8880005
221.6289978,228.3530045,234.4019274,239.9846008,244.7483334,251.7039998,260.7157959,270.4821726,283.4736023,290.8880005
219.1595001,228.3530045,234.4019274,239.9846008,244.7483334,251.7039998,260.7157959,270.4821726,283.4736023,290.8880005
218.9893341,228.3530045,234.3153064,239.9846008,244.7483334,251.2107506,259.8714956,270.4821726,283.4736023,290.8880005
220.2212524,232.738444,236.0949982,239.9846008,244.7483334,251.7039998,260.7157959,270.4821726,283.4736023,290.8880005
220.5654022,234.3153064,239.9846008,244.7483334,250.730144,257.4579926,263.2570038,270.4821726,283.4736023,290.8880005
220.6171697,234.4820824,239.9846008,244.7483334,251.2107506,258.8919922,268.2408081,273.2290039,283.4736023,290.8880005
217.4860001,222.2208038,234.6768175,239.9846008,244.7483334,251.7039998,260.7157959,270.4821726,283.4736023,290.8880005
217.4860001,222.1801707,234.5852997,239.9846008,244.7483334,251.7039998,260.7157959,270.4821726,283.4736023,290.8880005
217.4860001,222.4831456,234.5852997,240.6726013,244.9995003,251.2107506,258.8919922,269.6660069,283.4736023,290.8880005
217.4860001,222.4831456,234.4844541,240.156002,244.9438744,251.7039998,260.7157959,270.4821726,283.4736023,290.8880005
217.4860001,222.4831456,234.425182,240.6726013,245.2588566,251.2107506,258.8919922,269.6660069,283.4736023,290.8880005
217.4860001,222.4831456,234.1989996,240.6726013,245.6809998,252.0874996,260.7157959,270.4821726,283.4736023,290.8880005
218.6160024,223.2632882,233.3544998,238.9291687,244.9438744,251.2107506,258.8919922,269.6660069,283.4736023,290.8880005
216.615331,222.9648781,233.8063338,240.6726013,245.6809998,252.0874996,260.7157959,270.4821726,283.4736023,290.8880005
216.967247,222.9648781,233.75,240.6726013,245.2588566,251.7039998,260.7157959,270.4821726,283.4736023,290.8880005
216.967247,222.9764472,233.3662851,240.6726013,245.6809998,252.0874996,260.7157959,270.4821726,283.4736023,290.8880005
216.967247,223.0218018,233.3662851,240.6726013,245.6809998,252.4601419,260.7157959,270.4821726,283.4736023,290.8880005
216.967247,223.2010013,232.8414993,239.4278015,244.8025709,251.9821243,260.7157959,270.4821726,283.4736023,290.8880005
216.967247,223.2010013,232.7325701,239.4278015,244.8025709,251.9821243,261.3164978,270.4821726,283.4736023,290.8880005
216.967247,223.2010013,232.6836243,239.4278015,244.8025709,251.9821243,261.3164978,270.946405,283.4736023,290.8880005
216.967247,223.2010013,233.2066986,240.6726013,245.6449999,252.4601419,261.3164978,271.6515045,283.4736023,290.8880005
216.967247,223.2010013,232.8391096,239.1581675,244.8025709,251.9821243,260.1656596,271.6515045,283.4736023,290.8880005
216.967247,223.2010013,232.7605988,239.1581675,244.8025709,251.9821243,260.1656596,272.1970011,283.4736023,290.8880005
216.967247,223.2010013,232.4397264,239.1581675,244.8025709,251.458143,259.0367432,273.2290039,283.4736023,290.8880005
216.967247,223.2010013,232.117499,239.1581675,244.8025709,251.458143,259.0367432,273.8930054,283.4736023,290.8880005
216.967247,222.8874008,228.5185013,233.0747765,238.7461439,244.8025709,251.458143,259.0367432,283.4736023,290.8880005
216.967247,222.8874008,228.5185013,233.0747765,238.8577518,244.8025709,251.9821243,260.1656596,283.4736023,291.460495
216.967247,222.8874008,228.5185013,233.0747765,238.8567793,244.8025709,251.458143,259.0367432,283.4736023,292.4129944
216.967247,222.8874008,228.5185013,233.0747765,238.9087021,244.8025709,250.9386673,255.1124954,260.1656596,283.4736023
216.967247,222.8874008,228.5185013,233.0747765,239.0169109,244.8025709,250.9386673,255.1124954,260.1656596,283.0077515
216.967247,222.8874008,228.5185013,233.792249,239.5996687,244.8025709,250.9386673,255.1124954,260.1656596,283.6849976
216.967247,222.8874008,228.5185013,233.812615,239.5996687,244.8025709,250.9386673,255.1124954,260.1656596,285.0294952
216.967247,222.8874008,228.5185013,233.5874163,239.0642742,244.8025709,250.9386673,255.1124954,260.1656596,284.3739929
216.967247,222.8874008,228.5185013,233.1729996,236.2889989,239.8233776,244.8025709,249.2529984,252.891833,260.1656596
216.967247,222.8874008,228.5185013,233.1729996,236.2491411,239.8233776,244.8025709,251.1524017,255.1124954,260.1656596
216.967247,222.8874008,228.5185013,233.108182,236.2491411,239.8233776,244.8025709,251.7815018,255.1124954,260.1656596
216.967247,222.8874008,228.5185013,233.0005836,236.2491411,239.8233776,244.8025709,251.7815018,255.1124954,260.6674957
216.967247,222.2375728,224.887001,229.2456665,232.9114615,236.2491411,239.8233776,244.8025709,252.3402008,260.6674957
216.967247,222.2375728,224.887001,229.2456665,232.977429,235.9889984,239.5996687,244.8025709,252.3402008,261.7449951
216.967247,222.2375728,224.887001,229.2456665,232.977429,235.856284,239.1981441,241.5830027,245.1464996,252.3402008
216.967247,222.0388362,224.5955994,229.2456665,232.1948569,234.0472226,236.4498316,239.6975572,244.9104996,252.3402008
216.967247,222.2375728,224.887001,229.2456665,232.5533997,235.0628998,239.0987786,241.5830027,245.3447998,252.3402008
216.967247,222.2375728,224.887001,229.2456665,232.1948569,233.760001,235.8737117,239.4453652,244.9115997,252.3402008
216.967247,222.2375728,224.887001,229.2456665,232.977429,235.8509979,239.0987786,241.5830027,245.5353343,252.3402008
216.967247,222.0388362,224.5955994,229.2456665,232.3203754,234.2801107,236.5589992,239.608902,244.1233317,252.3402008
216.967247,222.0388362,224.5955994,229.2456665,232.3203754,234.2801107,236.5706234,239.4710015,244.1233317,252.3402008
216.967247,222.2375728,224.887001,229.2456665,232.1948569,233.760001,235.9896351,239.3150007,244.1233317,252.3402008
