low_0,low_1,low_2,low_3,low_4,low_5,low_6,low_7,low_8,low_9
118.5372009,120.77904,123.4955521,124.7172674,125.6630444,128.3652573,131.2075928,133.2792867,135.1408138,136.8722331
120.77904,123.4955521,124.7172674,125.6630444,128.3652573,130.3368759,132.2684606,134.4352341,136.097314,137.3526255
121.1793709,123.4955521,124.7546058,125.7205915,128.3652573,130.3368759,132.2684606,134.1139709,135.3309708,136.8221912
121.299469,123.4955521,124.7546058,125.7205915,128.3652573,130.8773193,132.4205841,133.8097229,135.1408138,136.8221912
121.299469,123.5012716,124.7172674,125.6630444,128.1751022,130.8773193,132.4205841,133.8097229,135.1408138,136.8221912
121.299469,123.5012716,124.7973334,125.7205915,128.0009598,130.8773193,132.4205841,133.8097229,135.1408138,136.8221912
121.299469,123.5012716,124.8150753,125.7205915,127.9248975,130.8773193,132.4205841,134.1139709,135.3309708,136.8221912
121.299469,123.5012716,124.8603851,125.7831429,127.9248975,130.8773193,132.4205841,133.8097229,135.1408138,136.8221912
123.5012716,124.9078785,125.9099138,127.9248975,130.8773193,132.4205841,134.1139709,135.3309708,136.6377542,138.1132507
123.5012716,125.0594717,126.0862481,127.9248975,130.8773193,132.4205841,134.1139709,135.3309708,136.6377542,138.1132507
123.5012716,125.0225182,126.103405,127.9248975,130.3368759,132.1340637,134.1139709,135.3309708,136.6377542,138.1132507
123.5012716,124.8757307,125.8572037,127.8877247,130.8773193,132.4205841,134.1139709,135.3309708,136.6377542,138.1132507
123.5012716,124.9264389,125.9607887,127.8148079,130.8773193,132.4205841,134.1139709,135.3309708,136.6377542,138.1132507
123.5012716,124.9264389,125.9918856,127.9248979,130.3368759,131.6729736,132.7488505,134.1139709,135.3309708,136.8221912
123.5012716,124.9788458,126.2034874,127.5545959,129.015789,131.4597992,132.7488505,134.1139709,135.3309708,136.8221912
123.5012716,124.9788458,126.2034874,127.5545959,129.015789,131.4597992,132.9640274,134.5531878,136.1766644,137.412674
123.5012716,124.869665,126.2034874,127.5545959,128.6655019,131.2276077,133.2792867,134.9306412,136.3493042,137.6628799
123.5012716,124.9187962,126.2034874,127.5545959,128.6655019,130.8773193,132.4205841,134.1139709,135.3309708,136.8221912
123.5041308,124.9084244,126.2034874,127.5545959,128.6655019,130.3368759,132.1340637,134.1139709,135.3309708,136.8221912
119.798233,123.5041308,124.9084244,126.2955627,127.5545959,129.015789,131.6379445,133.4294098,135.1408138,136.8221912
119.6481094,123.5041308,124.8890754,126.2955627,127.9248979,130.8773193,132.4205841,133.8097229,135.1408138,136.8221912
119.5380198,123.5041308,124.8874073,126.2955627,127.9248979,131.2276077,133.2792867,134.9306412,136.2688817,137.412674
119.5380198,123.3711643,124.9624688,126.2955627,127.9248979,130.8773193,132.4205841,134.4352341,136.097314,137.2425346
119.5380198,123.1760044,124.9624688,126.2955627,127.5545959,128.6655019,131.2276077,133.2792867,135.1408138,136.8221912
